run_id,batch_id,idx,pair_id,cell_id,flip,benchmark_version,physics_version,prompt_version,spec_fingerprint,model_requested_a,model_requested_b,model_used_a,model_used_b,provider_a,provider_b,seed,weapon,arena,control_mode,sharp,match_length,fallback_policy,voter_tier,latency_ms_a,latency_ms_b,latency_ms_max_a,latency_ms_max_b,prompt_tokens_a,completion_tokens_a,prompt_tokens_b,completion_tokens_b,api_calls_a,api_calls_b,invalid_actions_a,invalid_actions_b,fallback_turns_a,fallback_turns_b,fallback_status,eligibility_status,evidence,status,error,match_id,winner_side,winner_model,method,turns,damage_a,damage_b,wall_s,created
cal-dryrun-2026-09-09,local,60,mock:duelist|bot:greedy,bow/normal/macro,True,1.0,1.0,2,09de66effd02,bot:greedy,mock:duelist,bot:greedy,mock:duelist,scripted,scripted,20260969,bow,normal,macro,arrowhead,sprint,strict,,0.3,0.2,0.4,0.3,0,0,0,0,0,0,0,0,0,0,none,ranking_eligible,scripted_baseline,done,,,b,mock:duelist,points,4,53.2,91.2,0.1,1788951003.2571023
cal-dryrun-2026-09-09,local,61,mock:duelist|bot:greedy,bow/normal/joint,True,1.0,1.0,2,09de66effd02,bot:greedy,mock:duelist,bot:greedy,mock:duelist,scripted,scripted,20260970,bow,normal,joint,arrowhead,sprint,strict,,0.2,0.0,0.3,0.0,0,0,0,0,0,0,0,0,0,0,none,ranking_eligible,scripted_baseline,done,,,a,bot:greedy,points,4,94.3,0.0,0.1,1788951003.3612893
cal-dryrun-2026-09-09,local,62,mock:duelist|bot:greedy,bow/ice/macro,True,1.0,1.0,2,09de66effd02,bot:greedy,mock:duelist,bot:greedy,mock:duelist,scripted,scripted,20260971,bow,ice,macro,arrowhead,sprint,strict,,0.3,0.2,0.4,0.3,0,0,0,0,0,0,0,0,0,0,none,ranking_eligible,scripted_baseline,done,,,b,mock:duelist,kill,4,57.9,121.6,0.1,1788951003.4680123
cal-dryrun-2026-09-09,local,63,mock:duelist|bot:greedy,bow/ice/joint,True,1.0,1.0,2,09de66effd02,bot:greedy,mock:duelist,bot:greedy,mock:duelist,scripted,scripted,20260972,bow,ice,joint,arrowhead,sprint,strict,,0.3,0.0,0.3,0.0,0,0,0,0,0,0,0,0,0,0,none,ranking_eligible,scripted_baseline,done,,,a,bot:greedy,kill,4,146.8,41.8,0.1,1788951003.5911648
cal-dryrun-2026-09-09,local,64,mock:duelist|bot:distance,sword/normal/macro,False,1.0,1.0,2,09de66effd02,mock:duelist,bot:distance,mock:duelist,bot:distance,scripted,scripted,20260973,sword,normal,macro,tip,sprint,strict,,0.3,0.2,0.3,0.2,0,0,0,0,0,0,0,0,0,0,none,ranking_eligible,scripted_baseline,done,,,a,mock:duelist,points,4,3.0,0.0,0.1,1788951003.6941347
cal-dryrun-2026-09-09,local,65,mock:duelist|bot:distance,sword/normal/joint,False,1.0,1.0,2,09de66effd02,mock:duelist,bot:distance,mock:duelist,bot:distance,scripted,scripted,20260974,sword,normal,joint,tip,sprint,strict,,0.0,0.3,0.0,0.3,0,0,0,0,0,0,0,0,0,0,none,ranking_eligible,scripted_baseline,done,,,a,mock:duelist,points,4,71.7,60.7,0.1,1788951003.8177016
cal-dryrun-2026-09-09,local,66,mock:duelist|bot:distance,sword/ice/macro,False,1.0,1.0,2,09de66effd02,mock:duelist,bot:distance,mock:duelist,bot:distance,scripted,scripted,20260975,sword,ice,macro,tip,sprint,strict,,0.3,0.2,0.5,0.2,0,0,0,0,0,0,0,0,0,0,none,ranking_eligible,scripted_baseline,done,,,draw,,timeout_draw,4,0.0,0.0,0.1,1788951003.9601953
cal-dryrun-2026-09-09,local,67,mock:duelist|bot:distance,sword/ice/joint,False,1.0,1.0,2,09de66effd02,mock:duelist,bot:distance,mock:duelist,bot:distance,scripted,scripted,20260976,sword,ice,joint,tip,sprint,strict,,0.0,0.3,0.0,0.3,0,0,0,0,0,0,0,0,0,0,none,ranking_eligible,scripted_baseline,done,,,a,mock:duelist,points,4,34.4,30.2,0.1,1788951004.0845213
cal-dryrun-2026-09-09,local,68,mock:duelist|bot:distance,bow/normal/macro,False,1.0,1.0,2,09de66effd02,mock:duelist,bot:distance,mock:duelist,bot:distance,scripted,scripted,20260977,bow,normal,macro,arrowhead,sprint,strict,,0.3,0.2,0.4,0.2,0,0,0,0,0,0,0,0,0,0,none,ranking_eligible,scripted_baseline,done,,,a,mock:duelist,kill,3,125.4,2.4,0.1,1788951004.199597
cal-dryrun-2026-09-09,local,69,mock:duelist|bot:distance,bow/normal/joint,False,1.0,1.0,2,09de66effd02,mock:duelist,bot:distance,mock:duelist,bot:distance,scripted,scripted,20260978,bow,normal,joint,arrowhead,sprint,strict,,0.0,0.3,0.0,0.5,0,0,0,0,0,0,0,0,0,0,none,ranking_eligible,scripted_baseline,done,,,a,mock:duelist,points,4,41.3,1.7,0.1,1788951004.281252
cal-dryrun-2026-09-09,local,70,mock:duelist|bot:distance,bow/ice/macro,False,1.0,1.0,2,09de66effd02,mock:duelist,bot:distance,mock:duelist,bot:distance,scripted,scripted,20260979,bow,ice,macro,arrowhead,sprint,strict,,0.3,0.2,0.4,0.3,0,0,0,0,0,0,0,0,0,0,none,ranking_eligible,scripted_baseline,done,,,a,mock:duelist,points,4,51.5,1.0,0.2,1788951004.397553
cal-dryrun-2026-09-09,local,71,mock:duelist|bot:distance,bow/ice/joint,False,1.0,1.0,2,09de66effd02,mock:duelist,bot:distance,mock:duelist,bot:distance,scripted,scripted,20260980,bow,ice,joint,arrowhead,sprint,strict,,0.0,0.6,0.0,0.6,0,0,0,0,0,0,0,0,0,0,none,ranking_eligible,scripted_baseline,done,,,a,mock:duelist,kill,1,62.9,0.0,0.0,1788951004.5567229
cal-dryrun-2026-09-09,local,72,mock:duelist|bot:distance,sword/normal/macro,True,1.0,1.0,2,09de66effd02,bot:distance,mock:duelist,bot:distance,mock:duelist,scripted,scripted,20260981,sword,normal,macro,tip,sprint,strict,,0.3,0.1,0.3,0.2,0,0,0,0,0,0,0,0,0,0,none,ranking_eligible,scripted_baseline,done,,,b,mock:duelist,points,4,0.0,2.0,0.2,1788951004.5960808
cal-dryrun-2026-09-09,local,73,mock:duelist|bot:distance,sword/normal/joint,True,1.0,1.0,2,09de66effd02,bot:distance,mock:duelist,bot:distance,mock:duelist,scripted,scripted,20260982,sword,normal,joint,tip,sprint,strict,,0.3,0.0,0.5,0.0,0,0,0,0,0,0,0,0,0,0,none,ranking_eligible,scripted_baseline,done,,,a,bot:distance,points,4,51.3,27.8,0.1,1788951004.7534902
cal-dryrun-2026-09-09,local,74,mock:duelist|bot:distance,sword/ice/macro,True,1.0,1.0,2,09de66effd02,bot:distance,mock:duelist,bot:distance,mock:duelist,scripted,scripted,20260983,sword,ice,macro,tip,sprint,strict,,0.3,0.2,0.3,0.2,0,0,0,0,0,0,0,0,0,0,none,ranking_eligible,scripted_baseline,done,,,a,bot:distance,points,4,2.7,0.0,0.1,1788951004.8833125
cal-dryrun-2026-09-09,local,75,mock:duelist|bot:distance,sword/ice/joint,True,1.0,1.0,2,09de66effd02,bot:distance,mock:duelist,bot:distance,mock:duelist,scripted,scripted,20260984,sword,ice,joint,tip,sprint,strict,,0.3,0.0,0.4,0.0,0,0,0,0,0,0,0,0,0,0,none,ranking_eligible,scripted_baseline,done,,,b,mock:duelist,points,4,30.2,43.4,0.1,1788951005.0023744
cal-dryrun-2026-09-09,local,76,mock:duelist|bot:distance,bow/normal/macro,True,1.0,1.0,2,09de66effd02,bot:distance,mock:duelist,bot:distance,mock:duelist,scripted,scripted,20260985,bow,normal,macro,arrowhead,sprint,strict,,0.3,0.2,0.4,0.2,0,0,0,0,0,0,0,0,0,0,none,ranking_eligible,scripted_baseline,done,,,b,mock:duelist,kill,4,0.0,102.6,0.1,1788951005.1099753
cal-dryrun-2026-09-09,local,77,mock:duelist|bot:distance,bow/normal/joint,True,1.0,1.0,2,09de66effd02,bot:distance,mock:duelist,bot:distance,mock:duelist,scripted,scripted,20260986,bow,normal,joint,arrowhead,sprint,strict,,1.2,0.0,4.1,0.0,0,0,0,0,0,0,0,0,0,0,none,ranking_eligible,scripted_baseline,done,,,b,mock:duelist,points,4,12.7,55.5,0.1,1788951005.2119036
cal-dryrun-2026-09-09,local,78,mock:duelist|bot:distance,bow/ice/macro,True,1.0,1.0,2,09de66effd02,bot:distance,mock:duelist,bot:distance,mock:duelist,scripted,scripted,20260987,bow,ice,macro,arrowhead,sprint,strict,,0.3,0.2,0.3,0.2,0,0,0,0,0,0,0,0,0,0,none,ranking_eligible,scripted_baseline,done,,,b,mock:duelist,points,4,0.0,97.8,0.1,1788951005.3257365
cal-dryrun-2026-09-09,local,79,mock:duelist|bot:distance,bow/ice/joint,True,1.0,1.0,2,09de66effd02,bot:distance,mock:duelist,bot:distance,mock:duelist,scripted,scripted,20260988,bow,ice,joint,arrowhead,sprint,strict,,0.2,0.0,0.2,0.0,0,0,0,0,0,0,0,0,0,0,none,ranking_eligible,scripted_baseline,done,,,b,mock:duelist,kill,1,0.0,62.2,0.0,1788951005.4412863
cal-dryrun-2026-09-09,local,80,bot:greedy|bot:distance,sword/normal/macro,False,1.0,1.0,2,09de66effd02,bot:greedy,bot:distance,bot:greedy,bot:distance,scripted,scripted,20260989,sword,normal,macro,tip,sprint,strict,,0.3,0.2,0.4,0.2,0,0,0,0,0,0,0,0,0,0,none,ranking_eligible,scripted_baseline,done,,,a,bot:greedy,points,4,24.7,5.7,0.1,1788951005.4794052
cal-dryrun-2026-09-09,local,81,bot:greedy|bot:distance,sword/normal/joint,False,1.0,1.0,2,09de66effd02,bot:greedy,bot:distance,bot:greedy,bot:distance,scripted,scripted,20260990,sword,normal,joint,tip,sprint,strict,,0.2,0.2,0.2,0.2,0,0,0,0,0,0,0,0,0,0,none,ranking_eligible,scripted_baseline,done,,,a,bot:greedy,points,4,24.7,5.7,0.1,1788951005.5845456
cal-dryrun-2026-09-09,local,82,bot:greedy|bot:distance,sword/ice/macro,False,1.0,1.0,2,09de66effd02,bot:greedy,bot:distance,bot:greedy,bot:distance,scripted,scripted,20260991,sword,ice,macro,tip,sprint,strict,,0.2,0.1,0.3,0.1,0,0,0,0,0,0,0,0,0,0,none,ranking_eligible,scripted_baseline,done,,,b,bot:distance,points,4,0.0,8.0,0.1,1788951005.682397
cal-dryrun-2026-09-09,local,83,bot:greedy|bot:distance,sword/ice/joint,False,1.0,1.0,2,09de66effd02,bot:greedy,bot:distance,bot:greedy,bot:distance,scripted,scripted,20260992,sword,ice,joint,tip,sprint,strict,,0.3,0.2,0.3,0.2,0,0,0,0,0,0,0,0,0,0,none,ranking_eligible,scripted_baseline,done,,,b,bot:distance,points,4,0.0,8.0,0.1,1788951005.7841132
cal-dryrun-2026-09-09,local,84,bot:greedy|bot:distance,bow/normal/macro,False,1.0,1.0,2,09de66effd02,bot:greedy,bot:distance,bot:greedy,bot:distance,scripted,scripted,20260993,bow,normal,macro,arrowhead,sprint,strict,,0.2,0.2,0.3,0.2,0,0,0,0,0,0,0,0,0,0,none,ranking_eligible,scripted_baseline,done,,,a,bot:greedy,kill,4,142.3,6.9,0.1,1788951005.890694
cal-dryrun-2026-09-09,local,85,bot:greedy|bot:distance,bow/normal/joint,False,1.0,1.0,2,09de66effd02,bot:greedy,bot:distance,bot:greedy,bot:distance,scripted,scripted,20260994,bow,normal,joint,arrowhead,sprint,strict,,0.3,0.2,0.4,0.2,0,0,0,0,0,0,0,0,0,0,none,ranking_eligible,scripted_baseline,done,,,a,bot:greedy,kill,3,151.7,3.0,0.1,1788951005.985367
cal-dryrun-2026-09-09,local,86,bot:greedy|bot:distance,bow/ice/macro,False,1.0,1.0,2,09de66effd02,bot:greedy,bot:distance,bot:greedy,bot:distance,scripted,scripted,20260995,bow,ice,macro,arrowhead,sprint,strict,,0.3,0.2,0.3,0.2,0,0,0,0,0,0,0,0,0,0,none,ranking_eligible,scripted_baseline,done,,,a,bot:greedy,kill,4,112.4,0.0,0.1,1788951006.0620635
cal-dryrun-2026-09-09,local,87,bot:greedy|bot:distance,bow/ice/joint,False,1.0,1.0,2,09de66effd02,bot:greedy,bot:distance,bot:greedy,bot:distance,scripted,scripted,20260996,bow,ice,joint,arrowhead,sprint,strict,,0.2,0.1,0.3,0.2,0,0,0,0,0,0,0,0,0,0,none,ranking_eligible,scripted_baseline,done,,,a,bot:greedy,kill,3,116.8,0.0,0.1,1788951006.1447763
cal-dryrun-2026-09-09,local,88,bot:greedy|bot:distance,sword/normal/macro,True,1.0,1.0,2,09de66effd02,bot:distance,bot:greedy,bot:distance,bot:greedy,scripted,scripted,20260997,sword,normal,macro,tip,sprint,strict,,0.2,0.1,0.3,0.1,0,0,0,0,0,0,0,0,0,0,none,ranking_eligible,scripted_baseline,done,,,b,bot:greedy,points,4,4.6,24.8,0.1,1788951006.2162278
cal-dryrun-2026-09-09,local,89,bot:greedy|bot:distance,sword/normal/joint,True,1.0,1.0,2,09de66effd02,bot:distance,bot:greedy,bot:distance,bot:greedy,scripted,scripted,20260998,sword,normal,joint,tip,sprint,strict,,0.3,0.2,0.5,0.2,0,0,0,0,0,0,0,0,0,0,none,ranking_eligible,scripted_baseline,done,,,b,bot:greedy,points,4,4.6,24.8,0.1,1788951006.3242922
cal-dryrun-2026-09-09,local,90,bot:greedy|bot:distance,sword/ice/macro,True,1.0,1.0,2,09de66effd02,bot:distance,bot:greedy,bot:distance,bot:greedy,scripted,scripted,20260999,sword,ice,macro,tip,sprint,strict,,0.3,0.2,0.4,0.3,0,0,0,0,0,0,0,0,0,0,none,ranking_eligible,scripted_baseline,done,,,a,bot:distance,points,4,7.0,0.0,0.1,1788951006.429738
cal-dryrun-2026-09-09,local,91,bot:greedy|bot:distance,sword/ice/joint,True,1.0,1.0,2,09de66effd02,bot:distance,bot:greedy,bot:distance,bot:greedy,scripted,scripted,20261000,sword,ice,joint,tip,sprint,strict,,0.4,0.2,0.4,0.2,0,0,0,0,0,0,0,0,0,0,none,ranking_eligible,scripted_baseline,done,,,a,bot:distance,points,4,7.0,0.0,0.1,1788951006.5580559
cal-dryrun-2026-09-09,local,92,bot:greedy|bot:distance,bow/normal/macro,True,1.0,1.0,2,09de66effd02,bot:distance,bot:greedy,bot:distance,bot:greedy,scripted,scripted,20261001,bow,normal,macro,arrowhead,sprint,strict,,0.3,0.3,0.3,0.6,0,0,0,0,0,0,0,0,0,0,none,ranking_eligible,scripted_baseline,done,,,b,bot:greedy,points,4,0.0,74.1,0.1,1788951006.6937475
cal-dryrun-2026-09-09,local,93,bot:greedy|bot:distance,bow/normal/joint,True,1.0,1.0,2,09de66effd02,bot:distance,bot:greedy,bot:distance,bot:greedy,scripted,scripted,20261002,bow,normal,joint,arrowhead,sprint,strict,,0.3,0.2,0.4,0.3,0,0,0,0,0,0,0,0,0,0,none,ranking_eligible,scripted_baseline,done,,,b,bot:greedy,kill,4,0.0,104.4,0.1,1788951006.8050473
cal-dryrun-2026-09-09,local,94,bot:greedy|bot:distance,bow/ice/macro,True,1.0,1.0,2,09de66effd02,bot:distance,bot:greedy,bot:distance,bot:greedy,scripted,scripted,20261003,bow,ice,macro,arrowhead,sprint,strict,,0.3,0.2,0.4,0.3,0,0,0,0,0,0,0,0,0,0,none,ranking_eligible,scripted_baseline,done,,,b,bot:greedy,points,4,0.0,87.4,0.1,1788951006.905767
cal-dryrun-2026-09-09,local,95,bot:greedy|bot:distance,bow/ice/joint,True,1.0,1.0,2,09de66effd02,bot:distance,bot:greedy,bot:distance,bot:greedy,scripted,scripted,20261004,bow,ice,joint,arrowhead,sprint,strict,,0.3,0.2,0.3,0.3,0,0,0,0,0,0,0,0,0,0,none,ranking_eligible,scripted_baseline,done,,,b,bot:greedy,points,4,0.0,69.2,0.1,1788951007.016989
